"序号","图像存储名称","画作名称","作者姓名","作者出生年份","作者出生地","作者流派","创作年代","创作朝代","实际尺寸","收藏机构","分类","题材","画作流派","风格","色彩","构图","意境","笔法","墨法","绘画材料","颜料","印章","文化符号","文本生成","音乐情境生成","收集平台"
"4843","56（154）","水村图","赵孟頫","1254年","浙江吴兴","元代绘画","未明确提及","元代","纵24.9cm , 横120.5cm","故宫博物院","山水画","山水画","元代绘画","笔墨清新，注重意境与气韵，画面雅致清幽，具有文人情趣","以墨色为主，辅以淡彩，整体色调清新自然","手卷，画面布局疏朗，注重空间感与层次感","清幽、宁静，体现文人对自然的向往与精神寄托","笔触细腻，线条流畅，注重细节勾勒与笔墨韵味，可能结合点染法、皴法等","以淡墨为主，辅以浓墨，体现墨色的层次感与变化","纸本","水墨、淡彩","未明确提及","未明确提及","","",""
"4844","56（155）","青绿山水图","王鉴","1598年","江苏太仓","清代“四王”画派","未明确提及","清代","纵23cm , 横198.7cm","故宫博物院","山水画","山水画","清代“四王”画派","笔墨细腻，构图严谨，注重传统技法的继承与创新，画面清幽淡远","以青绿为主，色彩鲜艳，对比鲜明，整体色调华丽典雅","手卷，画面布局疏朗，注重空间感与层次感","清幽、宁静，体现画家对传统山水画的深刻理解和创新表达","笔触细腻，线条流畅，注重细节勾勒与笔墨韵味，可能结合点染法、皴法等","以淡墨为主，辅以浓墨，体现墨色的层次感与变化","绢本","青绿重彩（矿物颜料）","未明确提及","未明确提及","","",""
"4845","56（156）","云山墨戏图","米友仁","1074年","未明确提及","宋代文人画","未明确提及","宋代","纵21.8cm , 横195.8cm","故宫博物院","山水画","山水画","宋代文人画","笔墨灵动，注重意境与气韵，画面清新自然，具有文人情趣","以墨色为主，整体色调清新淡雅","手卷，画面布局疏朗，注重空间感与层次感","清幽、宁静，体现文人对自然的向往与精神寄托","笔触灵动，线条流畅，注重细节勾勒与笔墨韵味，可能结合点染法、皴法等","以淡墨为主，辅以浓墨，体现墨色的层次感与变化","纸本","水墨","未明确提及","未明确提及","","",""
"4846","56（157）","万松金阙图","赵伯骕","未明确提及","未明确提及","南宋绘画","未明确提及","南宋","纵27.7cm , 横136cm","故宫博物院","山水画","山水画","南宋绘画","工笔重彩，画面细腻，色彩鲜艳，注重细节表现，具有较高的装饰性和写实性","以重彩为主，色彩丰富，对比鲜明，整体色调华丽典雅","手卷，画面布局严谨，山峦层叠，松树繁茂，富有层次感","清幽、宁静，描绘了万松与金阙的壮丽景象，体现了自然与人文的和谐","工笔细腻，线条流畅，注重细节勾勒，可能结合点染法、皴法等","以淡墨为主，用于勾勒轮廓和渲染背景，增强画面层次感","绢本","重彩（矿物颜料）","未明确提及","未明确提及","","",""
"4847","56（158）","芦汀密雪图","梁师闵","未明确提及","未明确提及","宋代绘画","未明确提及","宋代","纵26.5厘米，横145.6厘米。","故宫博物院","山水画","山水画","宋代绘画","工笔细腻，注重细节表现，画面清新自然，具有较高的写实性","以墨色为主，辅以淡彩，整体色调清新淡雅","手卷，画面布局疏朗，注重空间感与层次感","清幽、宁静，描绘了芦汀与密雪的宁静景象，体现自然之美","笔触细腻，线条流畅，注重细节勾勒，可能结合点染法、皴法等","以淡墨为主，辅以浓墨，体现墨色的层次感与变化","绢本","水墨、淡彩","未明确提及","未明确提及","","",""
"4848","56（159）","雪江归棹图","赵佶","1082年","未明确提及","北宋绘画","未明确提及","北宋","纵30.3cm，横190.8cm","故宫博物院","山水画","山水画","北宋绘画","工笔细腻，注重细节表现，画面清新自然，具有较高的写实性","以墨色为主，辅以淡彩，整体色调清新淡雅","手卷，画面布局疏朗，注重空间感与层次感","清幽、宁静，描绘了雪江与归棹的宁静景象，体现自然之美","笔触细腻，线条流畅，注重细节勾勒，可能结合点染法、皴法等","以淡墨为主，辅以浓墨，体现墨色的层次感与变化","绢本","水墨、淡彩","未明确提及","“宣和殿制”“天下一人”","","",""
"4849","56（160）","浴马图","赵孟頫","1254年","浙江吴兴","元代绘画","未明确提及","元代","未明确提及","故宫博物院","山水画","人物画、动物画","元代绘画","工笔细腻，注重细节表现，画面清新自然，具有较高的写实性","以墨色为主，辅以淡彩，整体色调清新淡雅","手卷，画面布局疏朗，注重空间感与层次感","宁静、和谐，描绘了浴马场景，体现人与自然的和谐共处","笔触细腻，线条流畅，注重细节勾勒，可能结合点染法、皴法等","以淡墨为主，辅以浓墨，体现墨色的层次感与变化","绢本","水墨、淡彩","未明确提及","钤“几暇怡情”、“乾隆宸翰”印","","",""
"4850","56（161）","三顾茅庐图","戴进","1388年","浙江杭州","明代绘画","未明确提及","明代","纵172.2cm , 横107cm","故宫博物院","山水画","人物画、历史故事画","明代绘画","笔墨雄健，构图严谨，注重人物刻画与场景表现，画面富有动感","以墨色为主，辅以淡彩，整体色调清新自然","立轴，画面布局疏朗，注重空间感与层次感","宁静、和谐，描绘了刘备三顾茅庐的历史故事，体现人物的智慧与忠诚","笔触雄健，线条流畅，注重细节勾勒与笔墨韵味，可能结合点染法、皴法等","以淡墨为主，辅以浓墨，体现墨色的层次感与变化","纸本","水墨、淡彩","未明确提及","钤“静庵”。","","",""
"4851","56（162）","丝路山水地图","未明确提及","未明确提及","未明确提及","明代绘画","未明确提及","明代","纵59cm , 横3,012cm","故宫博物院","山水画","地理图绘、山水画","明代绘画","工笔细腻，注重细节表现，画面清新自然，具有较高的写实性","以墨色为主，辅以淡彩，整体色调清新淡雅","手卷，画面布局疏朗，注重空间感与层次感","宁静、和谐，描绘了丝绸之路的地理风貌与自然景观","笔触细腻，线条流畅，注重细节勾勒，可能结合点染法、皴法等","以淡墨为主，辅以浓墨，体现墨色的层次感与变化","纸本","水墨、淡彩","未明确提及","未明确提及","","",""
"4852","56（163）","清明上河图","张择端","未明确提及","未明确提及","北宋绘画","未明确提及","北宋","纵24.8cm , 横528cm","故宫博物院","山水画","风俗画","北宋绘画","工笔细腻，注重细节表现，画面生动，具有极高的写实性和叙事性","以淡彩为主，色彩清新自然，整体色调和谐统一","手卷，画面布局疏朗，注重空间感与层次感，人物和场景丰富多样","繁华热闹，描绘了北宋都城汴京的市井生活与自然风光，体现社会的繁荣","笔触细腻，线条流畅，注重细节勾勒，可能结合点染法、皴法等","以淡墨为主，辅以浓墨，体现墨色的层次感与变化","绢本","淡彩（矿物颜料或植物染料）","未明确提及","未明确提及","","",""
"4853","56（164）","潇湘奇观图","米友仁","1074年","未明确提及","宋代文人画","未明确提及","宋代","纵19.8cm，横289cm","故宫博物院","山水画","山水画","宋代文人画","笔墨灵动，注重意境与气韵，画面清新自然，具有文人情趣","以墨色为主，整体色调清新淡雅","手卷，画面布局疏朗，注重空间感与层次感","清幽、宁静，描绘了潇湘地区的山水奇观，体现自然之美","笔触灵动，线条流畅，注重细节勾勒与笔墨韵味，可能结合点染法、皴法等","以淡墨为主，辅以浓墨，体现墨色的层次感与变化","纸本","水墨","未明确提及","未明确提及","","",""
"4854","56（165）","大树风号图","项圣谟","1597年","浙江嘉兴","明代绘画","未明确提及","明代","纵115.4cm , 横50.4cm","故宫博物院","山水画","山水画","明代绘画","笔墨清新，注重意境与气韵，画面雅致清幽，具有文人情趣","以墨色为主，辅以淡彩，整体色调清新自然","立轴，画面布局疏朗，注重空间感与层次感","清幽、宁静，描绘了大树在风中摇曳的景象，体现自然之美","笔触细腻，线条流畅，注重细节勾勒与笔墨韵味，可能结合点染法、皴法等","以淡墨为主，辅以浓墨，体现墨色的层次感与变化","纸本","水墨、淡彩","未明确提及","未明确提及","","",""
"4855","56（166）","九峰雪霁图","黄公望","1269年","江苏常熟","元代绘画","未明确提及","元代","纵117cm , 横55.5cm","故宫博物院","山水画","山水画","元代绘画","笔墨雄浑，构图疏朗，注重意境与气韵，画面清幽淡远","以墨色为主，辅以淡彩，整体色调清新自然","立轴，画面布局疏朗，注重空间感与层次感","清幽、宁静，描绘了雪后九峰的宁静与壮美，体现自然之美","笔触雄浑，线条流畅，注重细节勾勒与笔墨韵味，可能结合点染法、皴法等","以淡墨为主，辅以浓墨，体现墨色的层次感与变化","纸本","水墨、淡彩","未明确提及","钤 “大痴”、“黄氏子久”、“一峰道人”；鉴藏印有：“怡親王宝”、“江夏”、“黃樓”、“安儀周書畫之章”、“晴雲書屋珍藏”、“大玉主人珍玩”、“古香書屋”、“黃氏仲明”、“儀周鑒賞”、“棠村審定”、“蕉林”等十余方。","","",""
"4856","56（167）","秀石疏林图","赵孟頫","1254年","浙江吴兴","元代绘画","未明确提及","元代","纵27.5cm , 横62.8cm","故宫博物院","山水画","山水画","元代绘画","笔墨清新，注重意境与气韵，画面雅致清幽，具有文人情趣","以墨色为主，辅以淡彩，整体色调清新自然","手卷，画面布局疏朗，注重空间感与层次感","清幽、宁静，描绘了秀石与疏林的宁静景象，体现自然之美","笔触细腻，线条流畅，注重细节勾勒与笔墨韵味，可能结合点染法、皴法等","以淡墨为主，辅以浓墨，体现墨色的层次感与变化","纸本","水墨、淡彩","未明确提及","未明确提及","","",""
"4857","56（168）","千里江山图","王希孟","未明确提及","未明确提及","北宋绘画","未明确提及","北宋","纵51.5厘米，横1191.5厘米","故宫博物院","山水画","山水画","北宋绘画","工笔重彩，画面细腻，色彩鲜艳，注重细节表现，具有较高的写实性和装饰性","以青绿为主，色彩鲜艳，对比鲜明，整体色调华丽典雅","手卷，画面布局疏朗，注重空间感与层次感，山峦层叠，江水蜿蜒","壮丽、宁静，描绘了千里江山的壮美与宁静，体现自然与人文的和谐","笔触细腻，线条流畅，注重细节勾勒，可能结合点染法、皴法等","以淡墨为主，用于勾勒轮廓和渲染背景，增强画面层次感","绢本","青绿重彩（矿物颜料）","未明确提及","未明确提及","","",""
